Måneskin,Beggin',"[Intro]
Put your lovin' hand out, baby
'Cause I'm beggin'

[Chorus]
I'm beggin', beggin' you
So put your lovin' hand out, baby
I'm beggin', beggin' you
So put your loving hand out, darlin'

[Verse 1]
Ridin' high when I was king
I played it hard and fast, 'cause I had everything
I walked away, you won me then
But easy come and easy go and it would end

[Verse 2]
So anytime I bleed, you let me go
Yah, anytime I feed, you get me, no
Anytime I seek, you let me know
But I plant and seed, just let me go
I'm on my knees when I'm beggin'
'Cause I don't wanna lose you
Hey, yeah, ra-ta-ta-ta!

[Chorus]
'Cause I'm beggin', beggin' you
Uh, put your lovin' hand out, baby
I'm beggin', beggin' you, ah
And put your lovin' hand out, darlin'

[Verse 3]
I need you to understand
Tried so hard to be your man
The kind of man you want in the end
Only then can I begin to live again

[Verse 4]
An empty shell, I used to be
The shadow of my life was hangin' over me
A broken man that I don't know
Won't even stand the devil's dance to win my soul

[Verse 5]
What we doin'? What we chasin'?
Why the bottom? Why the basement?
Why we got good shit, don't embrace it?
Why the feel for the need to replace me?
You're the wrong way track from the good
I wanna paint a picture tellin' where we could be at
Like a heart in the best way should
You can give it away, you had it and you took the pay
But I keep walkin' on, keep openin' doors
Keep hopin' for, now the door is yours
Keep also home
'Cause I don't wanna live in a broken home, girl, I'm beggin'

[Chorus]
Mmm, yeah, yeah, I'm beggin', beggin' you
So put your lovin' hand out, baby
I'm beggin', beggin' you
So put your lovin' hand out, darlin'

[Bridge]
I'm fightin' hard to hold my own
Just can't make it all alone
I'm holdin' on, I can't fall back
I'm just a calm, 'bout to fade to black

[Chorus]
I'm beggin', beggin' you
Put your lovin' hand out, baby
I'm beggin', beggin' you
So put your lovin' hand out, darlin'
I'm beggin', beggin' you
So put your lovin' hand out, baby
I'm beggin', beggin' you
So put your lovin' hand out, darlin'

[Outro]
I'm beggin', beggin' you
So put your lovin' hand out, baby
I'm beggin', beggin' you
So put your lovin' hand out"
MoonDeity,NEON BLADE,"[Intro]
Мы — из поколения мужчин, выращенных женщинами
Поможет ли другая женщина в решении наших проблем?

[Instrumental]
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high

[Beat Drop]

[Instrumental]
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's timе to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta gеt my high
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high

[Beat Drop]
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high
Pumpin' on some [?] hood jump chiefin' gotta get my high"
Sachet Tandon/Parampara Tandon/Sachet-Parampara,"Ghamand Kar (From ""Tanhaji - The Unsung Warrior"")","[Intro]
Bhawani ke hero, raise your arms
Decorate the head of Satyagni
Swaha ho Shatru, great macha do

[Verse]
Oath Ka Path Veer Path, Desh Ka Path Jeet Path
Kadamon ke tal se dust ka badal saja
Shatru ke lahu se dharti ka sringar kar
Desh par prahar hai, strike, strike

[Pre-Chorus]
Boast, boast
Fight fiercely, fight fiercely

[Chorus]
Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra
Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra

Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra
Ra-ra-ra-ra, Ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra

[Instrumental-break]

[Verse]
Khel tu shamsheer se, dushman pe war kar kar
1000 to pieces of cloth
Nach-Khel Maut Ka, Jeet ki Dhun Bana
Jeet ka guman kar, strike, strike
Desh par prahar hai, guman kar, guman kar

[Pre-Chorus]
Boast, boast
Fight fiercely, fight fiercely

[Chorus]
Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra
Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra

Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra
Ra-ra-ra-ra, Ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra

[Instrumental-break]

[Verse]
Be proud, do not fear, do not fall
Kat Sabko Dil Se Jeet Ki Or Chalo
Ghamand ki pukar hai, don't be afraid
Dalal mein lahu ke bah chalo, bah chalo

[Verse]
Ghamand hi tere sheesh ka sringar hai
Chir sheesh lessons go on, go on
Be proud, do not fear, do not fall
Kat Sabko Dil Se Jeet Ki Or Chalo

Blood will flow, soil will flow, thirst will be quenched, yes
The enemy will be killed, the earth will be safe, the country will be safe, yes
Blood will flow, soil will flow, thirst will be quenched, yes
The enemy will be killed, the earth will be safe, the country will be safe, yes


[Chorus]
Ra-ra-ra-ra, Ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra
Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra

Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra
Ra-ra-ra-ra, ra-ra-ra-ra
Ra-ra-ra-ra-ra-ra"
Shakiraor,Chantaje,"[Letra de ""Chantaje"" ft. Maluma]

[Intro]
(Rudeboyz)

[Verso 1: Maluma]
Cuando estás bien, te alejas de mí
Te sientes sola y siempre 'toy ahí
Es una guerra de toma y dame
Pues dame de eso que tiene' ahí
Oye, baby, no seas mala (Oh, no)
No me dejes con la' gana'
Se escucha en la calle que ya no me quieres
Ven y dímelo en la cara

[Pre-Coro: Shakira & Maluma]
Pregúntale a quien tú quieras
Vida, te juro que eso no es así
Yo nunca tuve una mala intención
Yo nunca quise burlarme de ti
Conmigo ves, nunca se sabe
Un día digo que no y otro que sí
Yo soy masoquista
Con mi cuerpo, un egoísta

[Coro: Shakira, Maluma & Ambos]
Tú eres puro, puro chantaje
Puro, puro chantaje
Siempre es a tu manera
Yo te quiero aunque no quiera
Tú eres puro, puro chantaje
Puro, puro chantaje
Vas libre como el aire
No soy de ti ni de nadie

[Verso 2: Maluma & Shakira]
Como tú me tientas cuando tú te mueves
Esos movimientos sexys, siempre me entretienen
Sabes manipularme bien con tus caderas
No sé por qué me tienes en lista de espera
Te dicen por ahí que voy haciendo y deshaciendo
Que salgo cada noche, que te tengo ahí sufriendo
Que en esta relación soy yo la que manda
No pares bola' a toda esa mala propaganda

[Puente: Shakira & Maluma]
Pa', pa' que te digo na', te comen el oído
No vaya a enderezar lo que no se ha torcido
Y como un loco sigo tras de ti, muriendo por ti
Dime qué hay pa' mí, bebé (¿Qué?)

[Pre-Coro: Shakira & Maluma]
Pregúntale a quien tú quieras
Vida, te juro que eso no es así
Yo nunca tuve una mala intención
Yo nunca quise burlarme de ti
Conmigo ves, nunca se sabe
Un día digo que no, y otro que sí
Yo soy masoquista
Con mi cuerpo, un egoísta

[Coro: Shakira, Maluma & Ambos]
Tú eres puro, puro chantaje
Puro, puro chantaje
Siempre es a tu manera
Yo te quiero aunque no quiera
Tú eres puro, puro chantaje
Puro, puro chantaje
Vas libre como el aire
No soy de ti ni de nadie

[Post-Coro: Shakira & Ambos]
Eh-eh-eh, nadie
Eh-eh-eh, nadie
Eh-eh-eh, nadie
Con mi cuerpo, un egoísta

[Coro: Shakira, Maluma & Ambos]
Tú eres puro, puro chantaje
Puro, puro chantaje
Siempre es a tu manera
Yo te quiero aunque no quiera
Tú eres puro, puro chantaje
Puro, puro chantaje
Vas libre como el aire
No soy de ti ni de nadie

[Post-Coro: Shakira & Ambos]
Eh-eh-eh, nadie
Eh-eh-eh, nadie
Eh-eh-eh, nadie
Eh-eh-eh-eh-eh-eh

[Outro: Shakira & Maluma]
(Alright, alright, baby, Shakira, Maluma)
Pretty boy
(You're my baby loba, Colombia, Rudeboyz, you feel me?)
Pretty boy"
Sachet Tandon,Ram Siya Ram,"[Sachet Tandon, Parampara Tandon & Manoj Muntashir ""Ram Siya Ram"" Lyrics]

[Verse 1]

Yes, tell me the search of many births

From Ram, I have come to Ram

I don't know any other love

If I get angry with Ram, I will accept it from Ram

[Pre-Chorus]

The sad story of Ram-Siya

One is sandalwood, one is water

[Chorus]

Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram

Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram

Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram

Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram

[Instrumental Break]

[Verse 2]

Hari Anant, Hari Katha Ananta

All saints tell and listen in many ways

Whoever gets the wealth of Ram-Ratan

Sings Ramayana all his life

[Pre-Chorus]

Mangala Bhavan Amangal Hari
Dravhu Sudsarath Ajir Bihari

[Chorus]
Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram
Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram
Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram
Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram

[Instrumental Break]

[Outro]
Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram
Ram, Siya-Ram, Siya-Ram, Jai-Jai Ram"
Tommee Profitt/Beacon Light/Sam Tinnesz,Enemy,"[Verse 1: Beacon Light]
I been out here for a minute
Hands clenched as I walk through the fog
Blood in the water
Smoke in the air filling my lungs
You were a friend
Veil torn, now I'm seeing your lies
Full of demise
Blood moon painting red in the sky
Under the surface
Your dark heart leading you to the grave
Beautiful mask
Pure evil behind the charade
I hear the mourning, I hear the cries
Out of darkness into the light
If you want me gone
You pull the trigger yourself
Look me in the eyes

[Refrain: Sam Tinnesz]
I see who you are, you are my enemy
My enemy, you are my enemy
I see who you are, you are my enemy
My enemy, you are my enemy

[Verse 2: Beacon Light]
You want me dead, you want me gone
Covered in evil you turned on us all
Hungry for power, hungry for pain
You'll kill a man if he gets in your way
I walk through the valley of shadows
I'm not alone, no, I won't fear
The Hangman's at the gallows
I'm not afraid of the death in his stare
I'll never be like you, I'll never be like you
I'm rising up and I'm ready to fight you
Ready to fight you
I'm all in, I've seen you before
You all are the same
You're just another goin' up in the flames
And if I'm gon' die in the fight
It'll be while I am bringing you down to the grave

[Refrain: Sam Tinnesz]
I see who you are, you are my enemy
My enemy, you are my enemy
I see who you are, you are my enemy
My enemy, you are my enemy
I see who you are, you are my enemy (My enemy)
My enemy, you are my enemy
I see who you are (Who you are), you are my enemy (My enemy)
My enemy, you are my enemy

[Bridge: Sam Tinnesz & Beacon Light]
This ends now
Woah (This ends now), woah, woah
This ends now
Woah (This ends now), woah, woah
This ends now
Woah (This ends now), woah, woah
I'm ready to fight you, ready to fight you
This ends now
Woah (This ends now), woah, woah
I'm ready to fight you, ready to fight you
This ends now

[Outro]
(This ends now)"
Unknown Artist,Baby?or,"[Verse 1]
[?]
Swimming like a catfish
When the water's gone bare

[Pre-Chorus 1]
Standing in the kitchen
Like a fish in a red light
Sucking like a lady
Do you like it like that?

Oh yeah

[Chorus 1]
Do you wanna go down?
Are you losing your ground?
We can have us a big time, baby
And I'll fill you up
With my favorite stuff
Set you off like a rocket, baby
Rocket, baby

Oh yeah

[Verse 2]
Johnny's got a guitar
Blazing there in Giza
Wanna be a big star
Screaming at the cameras

[Pre-Chorus 2]
Like to do cocaine
Mix it up with heroin
Pissing on the sofa
Or do you like it like that?

[Chorus 2]
Do you wanna go down?
Are you losing your ground?
We can have us a big time, baby
And I'll fill you up
With my favorite stuff
Set you off likе a rocket, baby
Do you wanna be me?
Or do you wanna stay clеan?
I can give you something, baby
Take you out for a ride
From the sun to the stars
Desperation, baby
Rocket, baby

[Bridge]
[?]
[?]
[?]
You can say [?]

[Chorus 3]
Do you wanna go down?
Are you losing your ground?
We can have us a big time, baby
And I'll fill you up
With my favorite stuff
Set you off like a rocket, baby
Do you wanna be me?
Or do you wanna stay clean?
I can give you something, baby
Take you out for a ride
From the sun to the stars
Like a rocket, baby

[Outro]
Baby
Like a rocket, baby"
Ed Sheeran,Shape of You,"[Verse 1]
A club isn't the best place to find a lover
So the bar is where I go (Mm)
Me and my friends at the table doin' shots
Drinkin' fast and then we talk slow (Mm)
And you come over and start up a conversation with just me
And trust me, I'll give it a chance now (Mm)
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singin' like

[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

[Post-Chorus]
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

[Verse 2]
One week in, we let the story begin
We're goin' out on our first date (Mm)
You and me are thrifty, so go all-you-can-eat
Fill up your bag and I fill up a plate (Mm)
We talk for hours and hours about the sweet and the sour
And how your family is doin' okay (Mm)
And leave and get in a taxi, and kiss in the back seat
Tell the driver make the radio play and I'm singin' like

[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

[Post-Chorus]
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

[Bridge]
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

[Outro]
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you"
Imagine Dragons,Believer,"[Verse 1]
First things first
I'ma say all the words inside my head
I'm fired up and tired of
The way that things have been, oh-ooh
The way that things have been, oh-ooh

[Verse 2]
Second things second
Don't you tell me what you think that I could be
I'm the one at the sail
I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

[Pre-Chorus]
I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

[Chorus]
Pain! You made me a, you made me a
Believer, believer
Pain! You break me down, you build me up
Believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from…
Pain! You made me a, you made me a
Believer, believer

[Verse 3]
Third things third
Send a prayer to the ones up above
All the hate that you've heard
Has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

[Pre-Chorus]
I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like…

[Chorus]
Pain! You made me a, you made me a
Believer, believer
Pain! You break me down, you build me up
Believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from…
Pain! You made me a, you made me a
Believer, believer

[Verse 4]
Last things last
By the grace of the fire and the flames
You're the face of the future
The blood in my veins, oh-ooh
The blood in my veins, oh-ooh

[Pre-Chorus]
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like…

[Chorus]
Pain! You made me a, you made me a
Believer, believer
Pain! You break me down, you build me up
Believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from…
Pain! You made me a, you made me a
Believer, believer"
Benson Boone,Beautiful Things,"[Verse 1]
For a while there, it was rough
But lately, I've been doin' better
Than the last four cold Decembers I recall
And I see my family every month
I found a girl my parents love
She'll come and stay the night, and I think I might have it all
And I thank God every day
For the girl He sent my way
But I know the things He gives me, He can take away
And I hold you every night
And that's a feeling I wanna get used to
But there's no man as terrified as the man who stands to lose you

[Pre-Chorus]
Oh, I hope I don't losе you
Mm, please stay
I want you, I need you, oh God
Don't take
Thеse beautiful things that I've got

[Chorus]
Please stay
I want you, I need you, oh, God
Don't take
These beautiful things that I've got

[Post-Chorus]
Oh, ooh
Please don't take

[Verse 2]
I found my mind, I'm feelin' sane
It's been a while, but I'm finding my faith
If everything's good and it's great, why do I sit and wait 'til it's gone?
Oh, I'll tell ya, I know I've got enough
I've got peace and I've got love
But I'm up at night thinkin' I just might lose it all

[Chorus]
Please stay
I want you, I need you, oh God
Don't take
These beautiful things that I've got

[Post-Chorus]
Oh, ooh

[Outro]
Please stay
I want you, I need you, oh God
I need
These beautiful things that I've got"
Mr.Kitty,After Dark,"[Verse 1]
I see you, you see me
How pleasant, this feeling
The moment you hold me
I missed you, I'm sorry
I've given what I have
I showed you I'm growing
The ashes fall slowly
As your voice consoles me

[Chorus]
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know

[Verse 2]
We're swaying to drum beats
In motion, I'm feeling
My patience controlling
The question, I won't speak
We're telling the stories
Our laughter, he knows me
We're leaving, we're talking
You're closer, it's calming

[Chorus]
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know

[Bridge]
The night will hold us close, and the stars will guide us home
I've been waiting for this moment, we're finally alone
I turn to ask the question, so anxious, my thoughts
Your lips were soft like winter, in your passion, I was lost

[Chorus]
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know
As the hours pass
I will let you know
That I need to ask
Before I'm alone
How it feels to rest
On your patient lips
To eternal bliss
I'm so glad to know"
